source_id,source_text,aug_text,label,hard_type,gen_method
67,"买优派就是因为它是专门做显示器的,其他的东西各品牌都差不多,也都不是自己做的,没有让我失望,虽然没有什么可对比的,自己感觉挺好的.另外250G的硬盘确实也显得更实惠.外形说的过去.电池3个小时中规中矩,虽然感觉有点对不起六芯电的称呼.",选择优派主要是因为它在显示器领域专业，虽然其他配件各品牌都差不多且非自产，但使用下来没有让我失望，感觉挺好。硬盘250G显得更实惠，外形也说得过去。电池续航3小时虽然中规中矩，感觉有点对不起六芯电的称呼，但整体体验依然令人满意。,1,transition,llm_api
68,个人觉得这本书很一般，没有别人说的那么好，那么神奇。很多东西都在网上看过，她只不过做了个总结罢了。。,虽然许多人推崇这本书为神奇之作，但我认为它相当平庸，内容大多源自网络，无非是些旧知识的整理罢了。,0,transition,llm_api
72,道德经看了不知道多少遍，似乎没什么不懂的字句，但是始终觉得依然是偷窥的读者。像是说文化隔阂的那个比喻，我听得懂说什么，但是不知道是什么意思。这本书的确像书名，是个不大不小的帮助。当然不能指望看了这本书就透彻人生了，但是至少有机会在别人的帮助下学着开锁了。至于最终进不进去那“道”门，只好看个人的运气和天赋了。我是还没进去，可是很开心。毕竟还是有希望开门进去的，比一直扒门缝强多了。,虽然我反复阅读《道德经》，字句似乎都懂，却始终觉得自己像偷窥的读者，好比文化隔阂的比喻——听得懂说什么，但不知其意。然而，这本书的确如其名，提供了不大不小的帮助。尽管不能指望读后就透彻人生，却至少让我在别人的帮助下学着开锁。至于最终能否进入那‘道’门，只好看个人的运气和天赋了。我虽然还没进去，却很开心，因为毕竟有希望开门进去，比一直扒门缝强多了。,1,transition,llm_api
81,非常好的一本书。很多年前读过何其芳的散文，一本很小的册子，却有无尽的美，我甚至可以背诵那上面的句子。现在的书店里几乎找不到他的书了，还好，当当这里有。这本书里的散文我已熟读，只是那些诗，目光落到上面便不肯再挪开。真正的大家，希望能有多的人来共同感受，女子读了会更婉约，男子读了会更书卷，仿佛轻轻掀起的一张帘，窃见那时代的风景，那风景中心的波动。,虽然现在书店里几乎找不到何其芳的书，但幸好当当这里有售，让我得以重温这本充满美感的佳作。书中的散文我早已熟读，而那些诗篇更是让人一见倾心，阅读后女子更显婉约，男子更添书卷气，仿佛轻轻掀起历史的帘幕，窥见那时代的风景与内心的波动。,1,transition,llm_api
87,帮国外的同事预定了一晚房间，达到时因为堵车晚了所以订单被取消。但是酒店大堂居然没有通过ctrip与作出预定的我联系，而是跟客人推荐附近的其他酒店。因为当时已经晚上八点，客人无可奈何只能听任酒店的安排，最后给他找了一家附近的三星酒店，但是价格居然要一千六百多块钱。更过份的是订单状态显示已经成交，所以过了好几天我都不知道这件事，直到同事回国之后发email过来投诉才清楚这样的事情。感觉就好像是被黑了。 订单被取消无可厚非，但是酒店的做法也太不妥当了，跟ctrip投诉之后最后打个电话过来把事情撇得一清二楚，至于订单显示成交一事，解释就是操作失误。 之前好几年公司都用ctrip作一些酒店预定的，这件事之后以后都不会再用了。太让人气愤了。,尽管我为国外同事预订酒店房间时，满心希望能提供便利和舒适，但是酒店的处理方式却让人极度失望：订单因堵车晚到被取消后，大堂竟未联系我这位预订者，反而推荐了附近高价酒店，导致同事无奈入住一晚一千六百多元的三星级酒店；更过分的是，订单状态显示已成交，直到几天后同事投诉我才知情，而酒店与携程的推诿解释更是雪上加霜。这一切让我感到被欺骗，从此彻底放弃使用携程服务。,0,transition,llm_api
97,劝大家不要入住这个酒店，号称四星的标准，可是房间内的物品非常抵挡，尤其是毛巾，还不如如家、锦江之星这种商务酒店的好，住进去之后真是大呼上当，除了海景标间的风景尚可，其他真的没法让人满意，我4月底入住，房间非常冷，打电话问酒店，给我的答复是现在没有暖风，让我多盖床被子，你说可笑不可笑？,这个酒店虽然号称四星标准，海景标间的风景还算不错，但是房间内的物品质量低劣，尤其毛巾远不如如家、锦江之星这类商务酒店。入住后才发现大失所望，除了海景尚可，其他方面简直没法让人满意。我4月底入住时房间异常寒冷，联系酒店后，他们竟回复说没有暖风，建议我多盖床被子，这种服务态度真是荒唐可笑。,0,transition,llm_api
35,当时是同事极力推荐这本书。我看到网上的介绍和那么多的“名人”位置鼓噪就觉得忽悠大于内容。同事不甘心硬是买了来看。。果然，看后大呼上当！,当时同事推荐了这本书。我注意到网上的介绍，还有那么多名人推荐，但总觉得宣传可能有些夸大。同事还是坚持买来看了。结果如何，似乎不必多言。,0,implicit,llm_api
88,这书也能推荐？重点几乎都在为自己说好话树立好形象以及就关于某场官司的自辩上了，有钱就是好，还能出本这样的书～,这本书的推荐标准或许值得审视，内容似乎更多围绕个人形象和某事件的解释，资源充足总能带来一些意想不到的出版物。,0,implicit,llm_api
132,一本最近几年来少有能让我拿到手就一口气读完的好书。赵老师一生的思想历程，读之惊心动魄。很喜欢赵老师提出的“天文地文人文神文”的大尺度框架，拥有这样开阔的认知领域，拥有属于自己的科学，艺术和哲学的宗教，的确能让人生充实而幸福。天地者，万物之逆旅，光阴者，百代之过客，浮生若梦，为欢几何，相信这本书值得每一位追求丰富内心世界的读者阅读。,翻开此书，便难掩沉思。赵老师的思想轨迹，触动内心深处。其构建的宏大框架，拓宽了认知边界，或能为人生增添充实感。天地万物，此书值得一探究竟吗？,1,implicit,llm_api
219,1.外面钢琴烤漆，键盘旁是合金加凹陷设置，所以很漂亮！ 2.性价比高！ 3.奥特蓝星音质很好！,"{""aug_text"": ""外面钢琴烤漆工艺，键盘旁合金凹陷设计，细节处显用心；性价比上，价格与性能平衡得",1,implicit,llm_api
460,性价比还是蛮高的，此本本在本地卖6999，前台优惠99元，估计找老板便宜个300~500就差不多了，京东的东东还真的便宜。,性价比不言而喻，本地定价6999元，前台已优惠99元，若再与商家协商，或可省下300至500元，京东的价格总是如此吸引人。,1,implicit,llm_api
655,书收到了，速度还可以。书本内全面，值得收藏学习！,书收到了，物流效率尚可。内容覆盖全面，想必能常伴案头。,1,implicit,llm_api
657,性价比高 同等价位的其它品牌配置没这么高的（除了个别） 外观不错 做工较好,同价位里，配置能比它高的恐怕不多吧？外观和做工也都挺到位的。,1,implicit,llm_api
686,"大家都说这本书写了很多心理案例,但我觉得什么案例呀，不就是作者编的故事么，而且欠分析。说什么是心理学的辅读读物，我看就是把一些故事串起来，再打乱一下顺序而已。推荐那些喜欢看小说的人看，但真想学到点心理学知识，那就免谈了。",人们常说书中有许多心理案例，但细细品味，这些内容更像作者笔下的故事，分析环节似乎不够深入。作为心理学辅助读物，它是否只是将故事片段重新编排？若是喜欢小说阅读，或许可以翻阅，但想从中汲取心理学知识，恐怕就有些勉强了。,0,implicit,llm_api
687,因为看了《士兵突击》的连续剧，爱它，所以买它。以为可以让自己感动的影视，其书更值得自己收藏。但真让人失望！,因为电视剧《士兵突击》买的，以为会是值得收藏的作品，结果……,0,implicit,llm_api
691,外观还可以，性价比较高，这样的价格买到这样的配置还行，各方面运行还较稳定未发现有什么问题,外观设计得体，价格与配置相称，系统运行平稳，未见异常。,1,implicit,llm_api
692,这个价格，算性价比很高的一个酒店了。当然价格便宜，就不能太计较服务了。总的来说是一个愿意再次入住的酒店。,以这个价位来说，酒店的条件还算过得去。价格亲民，服务方面或许不必苛求，整体而言，下次出行时可能会再次考虑。,1,implicit,llm_api
847,外观比较漂亮，个人感觉白色的真机比图片看起来要漂亮，性能没的说，有这个价位能买到的最好的显卡，整体配置比较均衡，接口也比较多而且全面，值得购买,外观设计颇有质感，白色实物比图片更显精致；性能方面，显卡在同价位中选择堪称突出，整体配置平衡，接口种类齐全，扩展性良好，综合来看是个不错的选择。,1,implicit,llm_api
1005,除了环境比较好，在云龙公园对面，酒店设施太旧了，价格高，性价比低，在这个天气，房间里竟然有好多蚊子，半夜被蚊子打扰几次,位置在云龙公园对面，环境还不错。不过设施好像有些年头了，价格嘛…嗯，性价比值得琢磨。最近天气暖了，房间里多了一些小邻居，半夜还被它们折腾醒了。,0,implicit,llm_api
1018,样子还算好看，性价比不错，挺皮实的感觉；驱动其实很好装，就网卡有点晕。。,外观设计中规中矩，但细节处理得不错；这个价位能有这个配置，算是物有所值。整体做工扎实，用料不廉价，唯一不太方便的是网卡驱动需要额外配置一下。,1,implicit,llm_api
1083,性价比极高，我在苏宁买4699，东东才4399.功能很全，用起来很满意，够用了。,在苏宁花了4699，东东却只要4399，这价格对比...功能方面该有的都有，使用起来完全够用。,1,implicit,llm_api
